cycle,PC,func,mem,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
312,47,J,,0,32,10,7,5,8,8,6,3,-3630,0,-7,62,2,32,1
313,42,ADD,,0,32,10,7,5,8,13,6,3,-3630,0,-7,62,2,32,1
314,43,ADD,,0,32,10,8,5,8,13,6,3,-3630,0,-7,62,2,32,1
315,44,BEQ,,0,32,10,8,5,8,13,6,3,-3630,0,-7,62,2,32,1
316,45,ADD,,0,32,10,8,8,8,13,6,3,-3630,0,-7,62,2,32,1
317,46,ADD,,0,32,10,8,8,13,13,6,3,-3630,0,-7,62,2,32,1
318,47,J,,0,32,10,8,8,13,13,6,3,-3630,0,-7,62,2,32,1
319,42,ADD,,0,32,10,8,8,13,21,6,3,-3630,0,-7,62,2,32,1
320,43,ADD,,0,32,10,9,8,13,21,6,3,-3630,0,-7,62,2,32,1
321,44,BEQ,,0,32,10,9,8,13,21,6,3,-3630,0,-7,62,2,32,1
322,45,ADD,,0,32,10,9,13,13,21,6,3,-3630,0,-7,62,2,32,1
323,46,ADD,,0,32,10,9,13,21,21,6,3,-3630,0,-7,62,2,32,1
324,47,J,,0,32,10,9,13,21,21,6,3,-3630,0,-7,62,2,32,1
325,42,ADD,,0,32,10,9,13,21,34,6,3,-3630,0,-7,62,2,32,1
326,43,ADD,,0,32,10,10,13,21,34,6,3,-3630,0,-7,62,2,32,1
327,44,BEQ,,0,32,10,10,13,21,34,6,3,-3630,0,-7,62,2,32,1
328,48,SH,mem[32] = 34,0,32,10,10,13,21,34,6,3,-3630,0,-7,62,2,32,1
329,49,SUB,,0,32,10,10,13,21,34,6,3,-3630,0,-7,62,-32,32,1
330,50,SUB,,0,32,10,10,13,21,34,6,3,-3630,0,-7,62,-32,64,1
331,51,SUB,,0,32,10,10,13,21,34,6,3,-3630,0,-7,62,-32,63,1
332,52,ADD,,0,64,10,10,13,21,34,6,3,-3630,0,-7,62,-32,63,1
333,53,LH,,0,64,9,10,13,21,34,6,3,-3630,0,-7,62,-32,63,1
334,54,LH,,0,64,9,10,13,21,34,6,3,-3630,0,-7,62,2,63,1
335,55,MUL,,0,64,9,1,13,21,34,6,3,-3630,0,-7,62,2,63,1
336,56,ADD,,0,64,9,1,1,21,34,6,3,-3630,0,-7,62,2,63,1
337,57,ADD,,0,64,9,1,1,64,34,6,3,-3630,0,-7,62,2,63,1
338,58,SLT,,0,64,9,1,1,64,1,6,3,-3630,0,-7,62,2,63,1
339,59,BEQ,,0,64,9,1,1,64,1,6,3,-3630,0,-7,62,2,63,1
340,60,LH,,0,64,9,1,1,64,1,67,3,-3630,0,-7,62,2,63,1
341,61,LH,,0,64,9,1,1,64,1,67,-15,-3630,0,-7,62,2,63,1
342,62,SLT,,0,64,9,1,1,64,1,67,-15,1,0,-7,62,2,63,1
343,63,BEQ,,0,64,9,1,1,64,1,67,-15,1,0,-7,62,2,63,1
344,64,SH,mem[64] = -15,0,64,9,1,1,64,1,67,-15,1,0,-7,62,2,63,1
345,65,SH,mem[65] = 67,0,64,9,1,1,64,1,67,-15,1,0,-7,62,2,63,1
346,66,ADD,,0,64,9,1,2,64,1,67,-15,1,0,-7,62,2,63,1
347,67,ADD,,0,64,9,1,2,65,1,67,-15,1,0,-7,62,2,63,1
348,68,J,,0,64,9,1,2,65,1,67,-15,1,0,-7,62,2,63,1
349,58,SLT,,0,64,9,1,2,65,1,67,-15,1,0,-7,62,2,63,1
350,59,BEQ,,0,64,9,1,2,65,1,67,-15,1,0,-7,62,2,63,1
351,60,LH,,0,64,9,1,2,65,1,67,-15,1,0,-7,62,2,63,1
352,61,LH,,0,64,9,1,2,65,1,67,0,1,0,-7,62,2,63,1
353,62,SLT,,0,64,9,1,2,65,1,67,0,1,0,-7,62,2,63,1
354,63,BEQ,,0,64,9,1,2,65,1,67,0,1,0,-7,62,2,63,1
355,64,SH,mem[65] = 0,0,64,9,1,2,65,1,67,0,1,0,-7,62,2,63,1
356,65,SH,mem[66] = 67,0,64,9,1,2,65,1,67,0,1,0,-7,62,2,63,1
357,66,ADD,,0,64,9,1,3,65,1,67,0,1,0,-7,62,2,63,1
358,67,ADD,,0,64,9,1,3,66,1,67,0,1,0,-7,62,2,63,1
359,68,J,,0,64,9,1,3,66,1,67,0,1,0,-7,62,2,63,1
360,58,SLT,,0,64,9,1,3,66,1,67,0,1,0,-7,62,2,63,1
361,59,BEQ,,0,64,9,1,3,66,1,67,0,1,0,-7,62,2,63,1
362,60,LH,,0,64,9,1,3,66,1,67,0,1,0,-7,62,2,63,1
363,61,LH,,0,64,9,1,3,66,1,67,-12,1,0,-7,62,2,63,1
364,62,SLT,,0,64,9,1,3,66,1,67,-12,1,0,-7,62,2,63,1
365,63,BEQ,,0,64,9,1,3,66,1,67,-12,1,0,-7,62,2,63,1
366,64,SH,mem[66] = -12,0,64,9,1,3,66,1,67,-12,1,0,-7,62,2,63,1
367,65,SH,mem[67] = 67,0,64,9,1,3,66,1,67,-12,1,0,-7,62,2,63,1
368,66,ADD,,0,64,9,1,4,66,1,67,-12,1,0,-7,62,2,63,1
369,67,ADD,,0,64,9,1,4,67,1,67,-12,1,0,-7,62,2,63,1
370,68,J,,0,64,9,1,4,67,1,67,-12,1,0,-7,62,2,63,1
371,58,SLT,,0,64,9,1,4,67,1,67,-12,1,0,-7,62,2,63,1
372,59,BEQ,,0,64,9,1,4,67,1,67,-12,1,0,-7,62,2,63,1
373,60,LH,,0,64,9,1,4,67,1,67,-12,1,0,-7,62,2,63,1
374,61,LH,,0,64,9,1,4,67,1,67,67,1,0,-7,62,2,63,1
375,62,SLT,,0,64,9,1,4,67,1,67,67,0,0,-7,62,2,63,1
376,63,BEQ,,0,64,9,1,4,67,1,67,67,0,0,-7,62,2,63,1
377,66,ADD,,0,64,9,1,5,67,1,67,67,0,0,-7,62,2,63,1
378,67,ADD,,0,64,9,1,5,68,1,67,67,0,0,-7,62,2,63,1
379,68,J,,0,64,9,1,5,68,1,67,67,0,0,-7,62,2,63,1
380,58,SLT,,0,64,9,1,5,68,1,67,67,0,0,-7,62,2,63,1
381,59,BEQ,,0,64,9,1,5,68,1,67,67,0,0,-7,62,2,63,1
382,60,LH,,0,64,9,1,5,68,1,67,67,0,0,-7,62,2,63,1
383,61,LH,,0,64,9,1,5,68,1,67,-99,0,0,-7,62,2,63,1
384,62,SLT,,0,64,9,1,5,68,1,67,-99,1,0,-7,62,2,63,1
385,63,BEQ,,0,64,9,1,5,68,1,67,-99,1,0,-7,62,2,63,1
386,64,SH,mem[68] = -99,0,64,9,1,5,68,1,67,-99,1,0,-7,62,2,63,1
387,65,SH,mem[69] = 67,0,64,9,1,5,68,1,67,-99,1,0,-7,62,2,63,1
388,66,ADD,,0,64,9,1,6,68,1,67,-99,1,0,-7,62,2,63,1
389,67,ADD,,0,64,9,1,6,69,1,67,-99,1,0,-7,62,2,63,1
390,68,J,,0,64,9,1,6,69,1,67,-99,1,0,-7,62,2,63,1
391,58,SLT,,0,64,9,1,6,69,1,67,-99,1,0,-7,62,2,63,1
392,59,BEQ,,0,64,9,1,6,69,1,67,-99,1,0,-7,62,2,63,1
393,60,LH,,0,64,9,1,6,69,1,67,-99,1,0,-7,62,2,63,1
394,61,LH,,0,64,9,1,6,69,1,67,14,1,0,-7,62,2,63,1
395,62,SLT,,0,64,9,1,6,69,1,67,14,1,0,-7,62,2,63,1
396,63,BEQ,,0,64,9,1,6,69,1,67,14,1,0,-7,62,2,63,1
397,64,SH,mem[69] = 14,0,64,9,1,6,69,1,67,14,1,0,-7,62,2,63,1
398,65,SH,mem[70] = 67,0,64,9,1,6,69,1,67,14,1,0,-7,62,2,63,1
399,66,ADD,,0,64,9,1,7,69,1,67,14,1,0,-7,62,2,63,1
400,67,ADD,,0,64,9,1,7,70,1,67,14,1,0,-7,62,2,63,1
401,68,J,,0,64,9,1,7,70,1,67,14,1,0,-7,62,2,63,1
402,58,SLT,,0,64,9,1,7,70,1,67,14,1,0,-7,62,2,63,1
403,59,BEQ,,0,64,9,1,7,70,1,67,14,1,0,-7,62,2,63,1
404,60,LH,,0,64,9,1,7,70,1,67,14,1,0,-7,62,2,63,1
405,61,LH,,0,64,9,1,7,70,1,67,-45,1,0,-7,62,2,63,1
406,62,SLT,,0,64,9,1,7,70,1,67,-45,1,0,-7,62,2,63,1
407,63,BEQ,,0,64,9,1,7,70,1,67,-45,1,0,-7,62,2,63,1
408,64,SH,mem[70] = -45,0,64,9,1,7,70,1,67,-45,1,0,-7,62,2,63,1
409,65,SH,mem[71] = 67,0,64,9,1,7,70,1,67,-45,1,0,-7,62,2,63,1
410,66,ADD,,0,64,9,1,8,70,1,67,-45,1,0,-7,62,2,63,1
411,67,ADD,,0,64,9,1,8,71,1,67,-45,1,0,-7,62,2,63,1
412,68,J,,0,64,9,1,8,71,1,67,-45,1,0,-7,62,2,63,1
413,58,SLT,,0,64,9,1,8,71,1,67,-45,1,0,-7,62,2,63,1
414,59,BEQ,,0,64,9,1,8,71,1,67,-45,1,0,-7,62,2,63,1
415,60,LH,,0,64,9,1,8,71,1,67,-45,1,0,-7,62,2,63,1
416,61,LH,,0,64,9,1,8,71,1,67,48,1,0,-7,62,2,63,1
417,62,SLT,,0,64,9,1,8,71,1,67,48,1,0,-7,62,2,63,1
418,63,BEQ,,0,64,9,1,8,71,1,67,48,1,0,-7,62,2,63,1
419,64,SH,mem[71] = 48,0,64,9,1,8,71,1,67,48,1,0,-7,62,2,63,1
420,65,SH,mem[72] = 67,0,64,9,1,8,71,1,67,48,1,0,-7,62,2,63,1
421,66,ADD,,0,64,9,1,9,71,1,67,48,1,0,-7,62,2,63,1
422,67,ADD,,0,64,9,1,9,72,1,67,48,1,0,-7,62,2,63,1
423,68,J,,0,64,9,1,9,72,1,67,48,1,0,-7,62,2,63,1
424,58,SLT,,0,64,9,1,9,72,0,67,48,1,0,-7,62,2,63,1
425,59,BEQ,,0,64,9,1,9,72,0,67,48,1,0,-7,62,2,63,1
426,69,ADD,,0,64,9,2,9,72,0,67,48,1,0,-7,62,2,63,1
427,70,SLT,,0,64,9,2,9,72,0,67,48,1,1,-7,62,2,63,1
428,71,BEQ,,0,64,9,2,9,72,0,67,48,1,1,-7,62,2,63,1
429,72,J,,0,64,9,2,9,72,0,67,48,1,1,-7,62,2,63,1
430,56,ADD,,0,64,9,2,2,72,0,67,48,1,1,-7,62,2,63,1
431,57,ADD,,0,64,9,2,2,64,0,67,48,1,1,-7,62,2,63,1
432,58,SLT,,0,64,9,2,2,64,1,67,48,1,1,-7,62,2,63,1
433,59,BEQ,,0,64,9,2,2,64,1,67,48,1,1,-7,62,2,63,1
434,60,LH,,0,64,9,2,2,64,1,-15,48,1,1,-7,62,2,63,1
435,61,LH,,0,64,9,2,2,64,1,-15,0,1,1,-7,62,2,63,1
436,62,SLT,,0,64,9,2,2,64,1,-15,0,0,1,-7,62,2,63,1
437,63,BEQ,,0,64,9,2,2,64,1,-15,0,0,1,-7,62,2,63,1
438,66,ADD,,0,64,9,2,3,64,1,-15,0,0,1,-7,62,2,63,1
439,67,ADD,,0,64,9,2,3,65,1,-15,0,0,1,-7,62,2,63,1
440,68,J,,0,64,9,2,3,65,1,-15,0,0,1,-7,62,2,63,1
441,58,SLT,,0,64,9,2,3,65,1,-15,0,0,1,-7,62,2,63,1
442,59,BEQ,,0,64,9,2,3,65,1,-15,0,0,1,-7,62,2,63,1
443,60,LH,,0,64,9,2,3,65,1,0,0,0,1,-7,62,2,63,1
444,61,LH,,0,64,9,2,3,65,1,0,-12,0,1,-7,62,2,63,1
445,62,SLT,,0,64,9,2,3,65,1,0,-12,1,1,-7,62,2,63,1
446,63,BEQ,,0,64,9,2,3,65,1,0,-12,1,1,-7,62,2,63,1
447,64,SH,mem[65] = -12,0,64,9,2,3,65,1,0,-12,1,1,-7,62,2,63,1
448,65,SH,mem[66] = 0,0,64,9,2,3,65,1,0,-12,1,1,-7,62,2,63,1
449,66,ADD,,0,64,9,2,4,65,1,0,-12,1,1,-7,62,2,63,1
450,67,ADD,,0,64,9,2,4,66,1,0,-12,1,1,-7,62,2,63,1
451,68,J,,0,64,9,2,4,66,1,0,-12,1,1,-7,62,2,63,1
452,58,SLT,,0,64,9,2,4,66,1,0,-12,1,1,-7,62,2,63,1
453,59,BEQ,,0,64,9,2,4,66,1,0,-12,1,1,-7,62,2,63,1
454,60,LH,,0,64,9,2,4,66,1,0,-12,1,1,-7,62,2,63,1
455,61,LH,,0,64,9,2,4,66,1,0,67,1,1,-7,62,2,63,1
456,62,SLT,,0,64,9,2,4,66,1,0,67,0,1,-7,62,2,63,1
457,63,BEQ,,0,64,9,2,4,66,1,0,67,0,1,-7,62,2,63,1
458,66,ADD,,0,64,9,2,5,66,1,0,67,0,1,-7,62,2,63,1
459,67,ADD,,0,64,9,2,5,67,1,0,67,0,1,-7,62,2,63,1
460,68,J,,0,64,9,2,5,67,1,0,67,0,1,-7,62,2,63,1
461,58,SLT,,0,64,9,2,5,67,1,0,67,0,1,-7,62,2,63,1
462,59,BEQ,,0,64,9,2,5,67,1,0,67,0,1,-7,62,2,63,1
463,60,LH,,0,64,9,2,5,67,1,67,67,0,1,-7,62,2,63,1
464,61,LH,,0,64,9,2,5,67,1,67,-99,0,1,-7,62,2,63,1
465,62,SLT,,0,64,9,2,5,67,1,67,-99,1,1,-7,62,2,63,1
466,63,BEQ,,0,64,9,2,5,67,1,67,-99,1,1,-7,62,2,63,1
467,64,SH,mem[67] = -99,0,64,9,2,5,67,1,67,-99,1,1,-7,62,2,63,1
468,65,SH,mem[68] = 67,0,64,9,2,5,67,1,67,-99,1,1,-7,62,2,63,1
469,66,ADD,,0,64,9,2,6,67,1,67,-99,1,1,-7,62,2,63,1
470,67,ADD,,0,64,9,2,6,68,1,67,-99,1,1,-7,62,2,63,1
471,68,J,,0,64,9,2,6,68,1,67,-99,1,1,-7,62,2,63,1
472,58,SLT,,0,64,9,2,6,68,1,67,-99,1,1,-7,62,2,63,1
473,59,BEQ,,0,64,9,2,6,68,1,67,-99,1,1,-7,62,2,63,1
474,60,LH,,0,64,9,2,6,68,1,67,-99,1,1,-7,62,2,63,1
475,61,LH,,0,64,9,2,6,68,1,67,14,1,1,-7,62,2,63,1
476,62,SLT,,0,64,9,2,6,68,1,67,14,1,1,-7,62,2,63,1
477,63,BEQ,,0,64,9,2,6,68,1,67,14,1,1,-7,62,2,63,1
478,64,SH,mem[68] = 14,0,64,9,2,6,68,1,67,14,1,1,-7,62,2,63,1
479,65,SH,mem[69] = 67,0,64,9,2,6,68,1,67,14,1,1,-7,62,2,63,1
480,66,ADD,,0,64,9,2,7,68,1,67,14,1,1,-7,62,2,63,1
481,67,ADD,,0,64,9,2,7,69,1,67,14,1,1,-7,62,2,63,1
482,68,J,,0,64,9,2,7,69,1,67,14,1,1,-7,62,2,63,1
483,58,SLT,,0,64,9,2,7,69,1,67,14,1,1,-7,62,2,63,1
484,59,BEQ,,0,64,9,2,7,69,1,67,14,1,1,-7,62,2,63,1
485,60,LH,,0,64,9,2,7,69,1,67,14,1,1,-7,62,2,63,1
486,61,LH,,0,64,9,2,7,69,1,67,-45,1,1,-7,62,2,63,1
487,62,SLT,,0,64,9,2,7,69,1,67,-45,1,1,-7,62,2,63,1
488,63,BEQ,,0,64,9,2,7,69,1,67,-45,1,1,-7,62,2,63,1
489,64,SH,mem[69] = -45,0,64,9,2,7,69,1,67,-45,1,1,-7,62,2,63,1
490,65,SH,mem[70] = 67,0,64,9,2,7,69,1,67,-45,1,1,-7,62,2,63,1
491,66,ADD,,0,64,9,2,8,69,1,67,-45,1,1,-7,62,2,63,1
492,67,ADD,,0,64,9,2,8,70,1,67,-45,1,1,-7,62,2,63,1
493,68,J,,0,64,9,2,8,70,1,67,-45,1,1,-7,62,2,63,1
494,58,SLT,,0,64,9,2,8,70,1,67,-45,1,1,-7,62,2,63,1
495,59,BEQ,,0,64,9,2,8,70,1,67,-45,1,1,-7,62,2,63,1
496,60,LH,,0,64,9,2,8,70,1,67,-45,1,1,-7,62,2,63,1
497,61,LH,,0,64,9,2,8,70,1,67,48,1,1,-7,62,2,63,1
498,62,SLT,,0,64,9,2,8,70,1,67,48,1,1,-7,62,2,63,1
499,63,BEQ,,0,64,9,2,8,70,1,67,48,1,1,-7,62,2,63,1
500,64,SH,mem[70] = 48,0,64,9,2,8,70,1,67,48,1,1,-7,62,2,63,1
501,65,SH,mem[71] = 67,0,64,9,2,8,70,1,67,48,1,1,-7,62,2,63,1
502,66,ADD,,0,64,9,2,9,70,1,67,48,1,1,-7,62,2,63,1
503,67,ADD,,0,64,9,2,9,71,1,67,48,1,1,-7,62,2,63,1
504,68,J,,0,64,9,2,9,71,1,67,48,1,1,-7,62,2,63,1
505,58,SLT,,0,64,9,2,9,71,0,67,48,1,1,-7,62,2,63,1
506,59,BEQ,,0,64,9,2,9,71,0,67,48,1,1,-7,62,2,63,1
507,69,ADD,,0,64,9,3,9,71,0,67,48,1,1,-7,62,2,63,1
508,70,SLT,,0,64,9,3,9,71,0,67,48,1,1,-7,62,2,63,1
509,71,BEQ,,0,64,9,3,9,71,0,67,48,1,1,-7,62,2,63,1
510,72,J,,0,64,9,3,9,71,0,67,48,1,1,-7,62,2,63,1
511,56,ADD,,0,64,9,3,3,71,0,67,48,1,1,-7,62,2,63,1
512,57,ADD,,0,64,9,3,3,64,0,67,48,1,1,-7,62,2,63,1
513,58,SLT,,0,64,9,3,3,64,1,67,48,1,1,-7,62,2,63,1
514,59,BEQ,,0,64,9,3,3,64,1,67,48,1,1,-7,62,2,63,1
515,60,LH,,0,64,9,3,3,64,1,-15,48,1,1,-7,62,2,63,1
516,61,LH,,0,64,9,3,3,64,1,-15,-12,1,1,-7,62,2,63,1
517,62,SLT,,0,64,9,3,3,64,1,-15,-12,0,1,-7,62,2,63,1
518,63,BEQ,,0,64,9,3,3,64,1,-15,-12,0,1,-7,62,2,63,1
519,66,ADD,,0,64,9,3,4,64,1,-15,-12,0,1,-7,62,2,63,1
520,67,ADD,,0,64,9,3,4,65,1,-15,-12,0,1,-7,62,2,63,1
521,68,J,,0,64,9,3,4,65,1,-15,-12,0,1,-7,62,2,63,1
522,58,SLT,,0,64,9,3,4,65,1,-15,-12,0,1,-7,62,2,63,1
523,59,BEQ,,0,64,9,3,4,65,1,-15,-12,0,1,-7,62,2,63,1
524,60,LH,,0,64,9,3,4,65,1,-12,-12,0,1,-7,62,2,63,1
525,61,LH,,0,64,9,3,4,65,1,-12,0,0,1,-7,62,2,63,1
526,62,SLT,,0,64,9,3,4,65,1,-12,0,0,1,-7,62,2,63,1
527,63,BEQ,,0,64,9,3,4,65,1,-12,0,0,1,-7,62,2,63,1
528,66,ADD,,0,64,9,3,5,65,1,-12,0,0,1,-7,62,2,63,1
529,67,ADD,,0,64,9,3,5,66,1,-12,0,0,1,-7,62,2,63,1
530,68,J,,0,64,9,3,5,66,1,-12,0,0,1,-7,62,2,63,1
531,58,SLT,,0,64,9,3,5,66,1,-12,0,0,1,-7,62,2,63,1
532,59,BEQ,,0,64,9,3,5,66,1,-12,0,0,1,-7,62,2,63,1
533,60,LH,,0,64,9,3,5,66,1,0,0,0,1,-7,62,2,63,1
534,61,LH,,0,64,9,3,5,66,1,0,-99,0,1,-7,62,2,63,1
535,62,SLT,,0,64,9,3,5,66,1,0,-99,1,1,-7,62,2,63,1
536,63,BEQ,,0,64,9,3,5,66,1,0,-99,1,1,-7,62,2,63,1
537,64,SH,mem[66] = -99,0,64,9,3,5,66,1,0,-99,1,1,-7,62,2,63,1
538,65,SH,mem[67] = 0,0,64,9,3,5,66,1,0,-99,1,1,-7,62,2,63,1
539,66,ADD,,0,64,9,3,6,66,1,0,-99,1,1,-7,62,2,63,1
540,67,ADD,,0,64,9,3,6,67,1,0,-99,1,1,-7,62,2,63,1
541,68,J,,0,64,9,3,6,67,1,0,-99,1,1,-7,62,2,63,1
542,58,SLT,,0,64,9,3,6,67,1,0,-99,1,1,-7,62,2,63,1
543,59,BEQ,,0,64,9,3,6,67,1,0,-99,1,1,-7,62,2,63,1
544,60,LH,,0,64,9,3,6,67,1,0,-99,1,1,-7,62,2,63,1
545,61,LH,,0,64,9,3,6,67,1,0,14,1,1,-7,62,2,63,1
546,62,SLT,,0,64,9,3,6,67,1,0,14,0,1,-7,62,2,63,1
547,63,BEQ,,0,64,9,3,6,67,1,0,14,0,1,-7,62,2,63,1
548,66,ADD,,0,64,9,3,7,67,1,0,14,0,1,-7,62,2,63,1
549,67,ADD,,0,64,9,3,7,68,1,0,14,0,1,-7,62,2,63,1
550,68,J,,0,64,9,3,7,68,1,0,14,0,1,-7,62,2,63,1
551,58,SLT,,0,64,9,3,7,68,1,0,14,0,1,-7,62,2,63,1
552,59,BEQ,,0,64,9,3,7,68,1,0,14,0,1,-7,62,2,63,1
553,60,LH,,0,64,9,3,7,68,1,14,14,0,1,-7,62,2,63,1
554,61,LH,,0,64,9,3,7,68,1,14,-45,0,1,-7,62,2,63,1
555,62,SLT,,0,64,9,3,7,68,1,14,-45,1,1,-7,62,2,63,1
556,63,BEQ,,0,64,9,3,7,68,1,14,-45,1,1,-7,62,2,63,1
557,64,SH,mem[68] = -45,0,64,9,3,7,68,1,14,-45,1,1,-7,62,2,63,1
558,65,SH,mem[69] = 14,0,64,9,3,7,68,1,14,-45,1,1,-7,62,2,63,1
559,66,ADD,,0,64,9,3,8,68,1,14,-45,1,1,-7,62,2,63,1
560,67,ADD,,0,64,9,3,8,69,1,14,-45,1,1,-7,62,2,63,1
561,68,J,,0,64,9,3,8,69,1,14,-45,1,1,-7,62,2,63,1
562,58,SLT,,0,64,9,3,8,69,1,14,-45,1,1,-7,62,2,63,1
563,59,BEQ,,0,64,9,3,8,69,1,14,-45,1,1,-7,62,2,63,1
564,60,LH,,0,64,9,3,8,69,1,14,-45,1,1,-7,62,2,63,1
565,61,LH,,0,64,9,3,8,69,1,14,48,1,1,-7,62,2,63,1
566,62,SLT,,0,64,9,3,8,69,1,14,48,0,1,-7,62,2,63,1
567,63,BEQ,,0,64,9,3,8,69,1,14,48,0,1,-7,62,2,63,1
568,66,ADD,,0,64,9,3,9,69,1,14,48,0,1,-7,62,2,63,1
569,67,ADD,,0,64,9,3,9,70,1,14,48,0,1,-7,62,2,63,1
570,68,J,,0,64,9,3,9,70,1,14,48,0,1,-7,62,2,63,1
571,58,SLT,,0,64,9,3,9,70,0,14,48,0,1,-7,62,2,63,1
572,59,BEQ,,0,64,9,3,9,70,0,14,48,0,1,-7,62,2,63,1
573,69,ADD,,0,64,9,4,9,70,0,14,48,0,1,-7,62,2,63,1
574,70,SLT,,0,64,9,4,9,70,0,14,48,0,1,-7,62,2,63,1
575,71,BEQ,,0,64,9,4,9,70,0,14,48,0,1,-7,62,2,63,1
576,72,J,,0,64,9,4,9,70,0,14,48,0,1,-7,62,2,63,1
577,56,ADD,,0,64,9,4,4,70,0,14,48,0,1,-7,62,2,63,1
578,57,ADD,,0,64,9,4,4,64,0,14,48,0,1,-7,62,2,63,1
579,58,SLT,,0,64,9,4,4,64,1,14,48,0,1,-7,62,2,63,1
580,59,BEQ,,0,64,9,4,4,64,1,14,48,0,1,-7,62,2,63,1
581,60,LH,,0,64,9,4,4,64,1,-15,48,0,1,-7,62,2,63,1
582,61,LH,,0,64,9,4,4,64,1,-15,-12,0,1,-7,62,2,63,1
583,62,SLT,,0,64,9,4,4,64,1,-15,-12,0,1,-7,62,2,63,1
584,63,BEQ,,0,64,9,4,4,64,1,-15,-12,0,1,-7,62,2,63,1
585,66,ADD,,0,64,9,4,5,64,1,-15,-12,0,1,-7,62,2,63,1
586,67,ADD,,0,64,9,4,5,65,1,-15,-12,0,1,-7,62,2,63,1
587,68,J,,0,64,9,4,5,65,1,-15,-12,0,1,-7,62,2,63,1
588,58,SLT,,0,64,9,4,5,65,1,-15,-12,0,1,-7,62,2,63,1
589,59,BEQ,,0,64,9,4,5,65,1,-15,-12,0,1,-7,62,2,63,1
590,60,LH,,0,64,9,4,5,65,1,-12,-12,0,1,-7,62,2,63,1
591,61,LH,,0,64,9,4,5,65,1,-12,-99,0,1,-7,62,2,63,1
592,62,SLT,,0,64,9,4,5,65,1,-12,-99,1,1,-7,62,2,63,1
593,63,BEQ,,0,64,9,4,5,65,1,-12,-99,1,1,-7,62,2,63,1
594,64,SH,mem[65] = -99,0,64,9,4,5,65,1,-12,-99,1,1,-7,62,2,63,1
595,65,SH,mem[66] = -12,0,64,9,4,5,65,1,-12,-99,1,1,-7,62,2,63,1
596,66,ADD,,0,64,9,4,6,65,1,-12,-99,1,1,-7,62,2,63,1
597,67,ADD,,0,64,9,4,6,66,1,-12,-99,1,1,-7,62,2,63,1
598,68,J,,0,64,9,4,6,66,1,-12,-99,1,1,-7,62,2,63,1
599,58,SLT,,0,64,9,4,6,66,1,-12,-99,1,1,-7,62,2,63,1
600,59,BEQ,,0,64,9,4,6,66,1,-12,-99,1,1,-7,62,2,63,1
601,60,LH,,0,64,9,4,6,66,1,-12,-99,1,1,-7,62,2,63,1
602,61,LH,,0,64,9,4,6,66,1,-12,0,1,1,-7,62,2,63,1
603,62,SLT,,0,64,9,4,6,66,1,-12,0,0,1,-7,62,2,63,1
604,63,BEQ,,0,64,9,4,6,66,1,-12,0,0,1,-7,62,2,63,1
605,66,ADD,,0,64,9,4,7,66,1,-12,0,0,1,-7,62,2,63,1
606,67,ADD,,0,64,9,4,7,67,1,-12,0,0,1,-7,62,2,63,1
607,68,J,,0,64,9,4,7,67,1,-12,0,0,1,-7,62,2,63,1
608,58,SLT,,0,64,9,4,7,67,1,-12,0,0,1,-7,62,2,63,1
609,59,BEQ,,0,64,9,4,7,67,1,-12,0,0,1,-7,62,2,63,1
610,60,LH,,0,64,9,4,7,67,1,0,0,0,1,-7,62,2,63,1
611,61,LH,,0,64,9,4,7,67,1,0,-45,0,1,-7,62,2,63,1
612,62,SLT,,0,64,9,4,7,67,1,0,-45,1,1,-7,62,2,63,1
613,63,BEQ,,0,64,9,4,7,67,1,0,-45,1,1,-7,62,2,63,1
614,64,SH,mem[67] = -45,0,64,9,4,7,67,1,0,-45,1,1,-7,62,2,63,1
615,65,SH,mem[68] = 0,0,64,9,4,7,67,1,0,-45,1,1,-7,62,2,63,1
616,66,ADD,,0,64,9,4,8,67,1,0,-45,1,1,-7,62,2,63,1
617,67,ADD,,0,64,9,4,8,68,1,0,-45,1,1,-7,62,2,63,1
618,68,J,,0,64,9,4,8,68,1,0,-45,1,1,-7,62,2,63,1
619,58,SLT,,0,64,9,4,8,68,1,0,-45,1,1,-7,62,2,63,1
620,59,BEQ,,0,64,9,4,8,68,1,0,-45,1,1,-7,62,2,63,1
621,60,LH,,0,64,9,4,8,68,1,0,-45,1,1,-7,62,2,63,1
622,61,LH,,0,64,9,4,8,68,1,0,14,1,1,-7,62,2,63,1
623,62,SLT,,0,64,9,4,8,68,1,0,14,0,1,-7,62,2,63,1
624,63,BEQ,,0,64,9,4,8,68,1,0,14,0,1,-7,62,2,63,1
625,66,ADD,,0,64,9,4,9,68,1,0,14,0,1,-7,62,2,63,1
626,67,ADD,,0,64,9,4,9,69,1,0,14,0,1,-7,62,2,63,1
627,68,J,,0,64,9,4,9,69,1,0,14,0,1,-7,62,2,63,1
628,58,SLT,,0,64,9,4,9,69,0,0,14,0,1,-7,62,2,63,1
629,59,BEQ,,0,64,9,4,9,69,0,0,14,0,1,-7,62,2,63,1
630,69,ADD,,0,64,9,5,9,69,0,0,14,0,1,-7,62,2,63,1
631,70,SLT,,0,64,9,5,9,69,0,0,14,0,1,-7,62,2,63,1
632,71,BEQ,,0,64,9,5,9,69,0,0,14,0,1,-7,62,2,63,1
